wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
10.72	1.561	0.071	0.002	0.002
10.74	1.558	0.071	0.002	0.003
10.76	1.556	0.071	0.002	0.003
10.78	1.554	0.070	0.002	0.003
10.80	1.552	0.070	0.002	0.003
10.82	1.550	0.070	0.002	0.003
10.84	1.548	0.070	0.002	0.003
10.86	1.547	0.070	0.002	0.003
10.88	1.546	0.070	0.002	0.003
10.90	1.546	0.070	0.002	0.003
10.92	1.545	0.069	0.002	0.003
10.94	1.545	0.069	0.002	0.003
10.96	1.544	0.067	0.002	0.003
10.98	1.544	0.067	0.002	0.003
11.00	1.544	0.065	0.002	0.003
11.02	1.543	0.062	0.002	0.003
11.04	1.542	0.060	0.002	0.003
11.06	1.541	0.057	0.002	0.002
11.08	1.538	0.055	0.002	0.002
11.10	1.535	0.053	0.001	0.002
11.12	1.533	0.050	0.002	0.002
11.14	1.529	0.048	0.001	0.002
11.16	1.524	0.046	0.002	0.002
11.18	1.519	0.045	0.002	0.002
11.20	1.513	0.044	0.002	0.002
11.22	1.506	0.046	0.003	0.002
11.24	1.501	0.049	0.003	0.002
11.26	1.494	0.053	0.003	0.003
11.28	1.489	0.060	0.003	0.004
11.30	1.486	0.068	0.003	0.004
11.32	1.485	0.077	0.003	0.005
11.34	1.487	0.088	0.003	0.005
11.36	1.492	0.096	0.002	0.005
11.38	1.500	0.104	0.002	0.005
11.40	1.510	0.108	0.002	0.005
11.42	1.520	0.110	0.002	0.005
11.44	1.530	0.108	0.002	0.005
11.46	1.539	0.105	0.002	0.004
11.48	1.548	0.100	0.002	0.004
11.50	1.555	0.092	0.002	0.004
11.52	1.560	0.084	0.002	0.003
11.54	1.562	0.074	0.002	0.003
11.56	1.561	0.065	0.002	0.002
11.58	1.560	0.058	0.002	0.001
11.60	1.557	0.050	0.002	0.001
11.62	1.553	0.045	0.002	0.002
11.64	1.549	0.041	0.002	0.002
11.66	1.545	0.037	0.002	0.002
11.68	1.541	0.035	0.002	0.002
11.70	1.538	0.033	0.002	0.002
11.72	1.534	0.031	0.002	0.002
11.74	1.532	0.031	0.002	0.002
11.76	1.529	0.029	0.002	0.002
11.78	1.527	0.029	0.002	0.002
11.80	1.525	0.027	0.002	0.002
11.82	1.522	0.027	0.002	0.002
11.84	1.521	0.027	0.002	0.002
11.86	1.518	0.025	0.002	0.002
11.88	1.516	0.025	0.002	0.002
11.90	1.514	0.024	0.002	0.001
11.92	1.512	0.023	0.003	0.001
11.94	1.510	0.023	0.003	0.001
11.96	1.508	0.023	0.003	0.001
11.98	1.507	0.023	0.003	0.001
12.00	1.505	0.022	0.003	0.001
12.02	1.504	0.022	0.003	0.001
12.04	1.501	0.021	0.004	0.001
12.06	1.499	0.021	0.004	0.002
12.08	1.498	0.022	0.004	0.002
12.10	1.496	0.022	0.004	0.002
12.12	1.495	0.022	0.004	0.002
12.14	1.493	0.022	0.004	0.003
12.16	1.493	0.022	0.003	0.003
12.18	1.491	0.021	0.004	0.002
12.20	1.489	0.022	0.004	0.002
12.22	1.487	0.022	0.004	0.002
12.24	1.486	0.022	0.004	0.003
12.26	1.484	0.022	0.004	0.003
12.28	1.482	0.023	0.003	0.003
12.30	1.481	0.024	0.003	0.003
12.32	1.478	0.024	0.004	0.003
12.34	1.477	0.026	0.004	0.003
12.36	1.475	0.028	0.003	0.003
12.38	1.474	0.030	0.004	0.003
12.40	1.474	0.032	0.003	0.003
12.42	1.474	0.035	0.003	0.003
12.44	1.475	0.036	0.003	0.003
12.46	1.475	0.037	0.003	0.003
12.48	1.477	0.038	0.003	0.003
12.50	1.478	0.039	0.003	0.003
12.52	1.479	0.039	0.003	0.003
12.54	1.480	0.040	0.003	0.003
12.56	1.482	0.039	0.003	0.003
12.58	1.482	0.038	0.003	0.003
