wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
13.58	1.458	0.009	0.009	0.002
13.60	1.458	0.008	0.009	0.002
13.62	1.458	0.008	0.009	0.002
13.64	1.458	0.007	0.009	0.002
13.66	1.457	0.007	0.009	0.002
13.68	1.457	0.006	0.009	0.002
13.70	1.455	0.006	0.009	0.002
13.72	1.455	0.007	0.010	0.002
13.74	1.455	0.008	0.010	0.002
13.76	1.457	0.007	0.010	0.002
13.78	1.456	0.006	0.010	0.002
13.80	1.456	0.006	0.011	0.002
13.82	1.454	0.005	0.011	0.002
13.84	1.454	0.006	0.011	0.002
13.86	1.454	0.005	0.011	0.002
13.88	1.454	0.006	0.012	0.003
13.90	1.455	0.004	0.011	0.003
13.92	1.452	0.003	0.012	0.003
13.94	1.451	0.005	0.011	0.003
13.96	1.452	0.005	0.012	0.003
13.98	1.451	0.005	0.011	0.004
14.00	1.451	0.005	0.012	0.004
14.02	1.450	0.005	0.012	0.004
14.04	1.451	0.006	0.012	0.004
14.06	1.452	0.005	0.012	0.004
14.08	1.450	0.004	0.012	0.004
14.10	1.449	0.005	0.011	0.004
14.12	1.451	0.005	0.012	0.004
14.14	1.450	0.003	0.012	0.004
14.16	1.448	0.005	0.012	0.004
14.18	1.451	0.005	0.012	0.004
14.20	1.448	0.002	0.012	0.004
14.22	1.447	0.005	0.012	0.004
14.24	1.448	0.003	0.013	0.004
14.26	1.445	0.004	0.013	0.004
14.28	1.447	0.005	0.013	0.004
14.30	1.446	0.004	0.013	0.002
14.32	1.447	0.005	0.014	0.002
14.34	1.446	0.003	0.013	0.002
14.36	1.444	0.005	0.014	0.002
14.38	1.445	0.005	0.014	0.002
14.40	1.445	0.005	0.014	0.002
14.42	1.445	0.005	0.014	0.002
14.44	1.444	0.005	0.015	0.002
14.46	1.444	0.005	0.014	0.002
14.48	1.444	0.005	0.015	0.002
14.50	1.444	0.005	0.014	0.002
14.52	1.444	0.005	0.015	0.002
14.54	1.443	0.005	0.014	0.002
14.56	1.443	0.005	0.015	0.002
14.58	1.443	0.005	0.014	0.002
14.60	1.443	0.005	0.014	0.002
14.62	1.443	0.005	0.013	0.002
14.64	1.442	0.005	0.014	0.002
14.66	1.442	0.005	0.013	0.002
14.68	1.442	0.005	0.014	0.002
14.70	1.442	0.005	0.013	0.002
14.72	1.441	0.005	0.014	0.002
14.74	1.441	0.005	0.013	0.002
14.76	1.441	0.005	0.015	0.002
14.78	1.441	0.005	0.014	0.002
14.80	1.440	0.005	0.016	0.002
14.82	1.440	0.005	0.014	0.002
14.84	1.440	0.005	0.016	0.002
14.86	1.440	0.005	0.013	0.002
14.88	1.440	0.005	0.015	0.002
14.90	1.439	0.005	0.010	0.002
14.92	1.439	0.005	0.014	0.002
14.94	1.439	0.005	0.007	0.002
14.96	1.439	0.005	0.016	0.002
14.98	1.438	0.005	0.005	0.002
15.00	1.438	0.005	0.035	0.002
