wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
12.32	1.484	0.062	0.056	0.015
12.34	1.478	0.063	0.057	0.017
12.36	1.475	0.067	0.057	0.018
12.38	1.471	0.072	0.058	0.018
12.40	1.472	0.077	0.058	0.019
12.42	1.471	0.081	0.058	0.020
12.44	1.472	0.085	0.058	0.021
12.46	1.472	0.090	0.058	0.021
12.48	1.477	0.093	0.058	0.022
12.50	1.478	0.093	0.057	0.023
12.52	1.480	0.096	0.057	0.023
12.54	1.484	0.097	0.057	0.024
12.56	1.488	0.095	0.056	0.023
12.58	1.487	0.093	0.056	0.023
12.60	1.490	0.094	0.056	0.023
12.62	1.491	0.091	0.057	0.023
12.64	1.491	0.090	0.056	0.023
12.66	1.490	0.088	0.057	0.023
12.68	1.489	0.088	0.056	0.023
12.70	1.489	0.088	0.057	0.023
12.72	1.489	0.088	0.057	0.023
12.74	1.488	0.088	0.057	0.023
12.76	1.488	0.088	0.057	0.023
12.78	1.488	0.089	0.057	0.024
12.80	1.490	0.090	0.056	0.023
12.82	1.491	0.089	0.057	0.023
12.84	1.492	0.089	0.056	0.023
12.86	1.493	0.088	0.057	0.023
12.88	1.494	0.088	0.056	0.023
12.90	1.496	0.086	0.056	0.023
12.92	1.497	0.083	0.056	0.022
12.94	1.497	0.080	0.057	0.021
12.96	1.495	0.078	0.056	0.021
12.98	1.494	0.078	0.057	0.020
13.00	1.496	0.076	0.057	0.020
13.02	1.495	0.072	0.057	0.020
13.04	1.491	0.071	0.058	0.019
13.06	1.491	0.071	0.059	0.019
13.08	1.489	0.069	0.059	0.018
13.10	1.487	0.069	0.060	0.018
13.12	1.486	0.069	0.061	0.018
13.14	1.485	0.069	0.062	0.018
13.16	1.485	0.069	0.063	0.019
13.18	1.484	0.067	0.063	0.019
13.20	1.482	0.067	0.063	0.019
13.22	1.482	0.067	0.064	0.019
13.24	1.481	0.067	0.064	0.019
13.26	1.480	0.067	0.066	0.019
13.28	1.480	0.067	0.066	0.020
13.30	1.479	0.066	0.066	0.020
13.32	1.479	0.066	0.065	0.020
13.34	1.478	0.066	0.066	0.020
13.36	1.479	0.065	0.066	0.020
13.38	1.478	0.063	0.066	0.019
13.40	1.476	0.063	0.067	0.019
13.42	1.475	0.063	0.068	0.019
13.44	1.475	0.063	0.068	0.019
13.46	1.475	0.061	0.069	0.019
13.48	1.472	0.061	0.069	0.019
13.50	1.472	0.061	0.070	0.019
13.52	1.471	0.061	0.070	0.019
13.54	1.470	0.061	0.071	0.019
13.56	1.469	0.061	0.072	0.019
13.58	1.469	0.061	0.072	0.019
13.60	1.468	0.061	0.073	0.019
13.62	1.468	0.061	0.074	0.019
13.64	1.467	0.061	0.075	0.019
13.66	1.468	0.061	0.075	0.019
13.68	1.468	0.058	0.077	0.019
13.70	1.465	0.057	0.078	0.020
13.72	1.463	0.057	0.078	0.020
13.74	1.462	0.058	0.079	0.020
13.76	1.462	0.058	0.080	0.021
13.78	1.459	0.058	0.081	0.022
13.80	1.459	0.059	0.081	0.022
13.82	1.458	0.059	0.082	0.023
13.84	1.457	0.061	0.081	0.023
13.86	1.458	0.061	0.082	0.023
13.88	1.458	0.061	0.082	0.023
13.90	1.457	0.061	0.084	0.023
13.92	1.456	0.062	0.084	0.024
13.94	1.457	0.062	0.084	0.024
13.96	1.457	0.062	0.085	0.024
13.98	1.456	0.062	0.085	0.024
14.00	1.456	0.062	0.086	0.023
14.02	1.456	0.062	0.088	0.024
14.04	1.456	0.062	0.090	0.023
14.06	1.456	0.062	0.092	0.025
14.08	1.455	0.062	0.093	0.025
14.10	1.455	0.062	0.095	0.026
14.12	1.455	0.062	0.096	0.017
14.14	1.455	0.062	0.099	0.018
14.16	1.455	0.062	0.100	0.018
14.18	1.454	0.062	0.102	0.015
14.20	1.454	0.062	0.102	0.017
14.22	1.454	0.062	0.103	0.017
14.24	1.454	0.062	0.102	0.020
14.26	1.454	0.062	0.103	0.018
14.28	1.454	0.062	0.102	0.020
14.30	1.454	0.062	0.101	0.015
14.32	1.454	0.062	0.101	0.018
14.34	1.453	0.062	0.100	0.015
14.36	1.454	0.062	0.099	0.020
14.38	1.453	0.062	0.098	0.017
14.40	1.454	0.062	0.096	0.017
14.42	1.453	0.062	0.095	0.018
14.44	1.454	0.062	0.094	0.015
14.46	1.454	0.062	0.093	0.015
14.48	1.454	0.062	0.092	0.016
14.50	1.454	0.062	0.092	0.015
14.52	1.455	0.062	0.091	0.018
14.54	1.454	0.062	0.090	0.015
14.56	1.455	0.062	0.090	0.020
14.58	1.455	0.062	0.089	0.018
14.60	1.456	0.062	0.089	0.016
14.62	1.455	0.062	0.088	0.016
14.64	1.457	0.062	0.088	0.015
14.66	1.456	0.062	0.087	0.017
14.68	1.458	0.062	0.088	0.016
14.70	1.457	0.062	0.088	0.015
14.72	1.459	0.062	0.089	0.017
14.74	1.459	0.062	0.089	0.020
14.76	1.461	0.062	0.093	0.017
14.78	1.460	0.062	0.094	0.015
14.80	1.463	0.062	0.094	0.018
14.82	1.463	0.062	0.090	0.015
14.84	1.466	0.062	0.092	0.015
14.86	1.466	0.062	0.089	0.017
14.88	1.470	0.062	0.091	0.018
14.90	1.470	0.062	0.089	0.016
14.92	1.477	0.062	0.092	0.017
14.94	1.476	0.062	0.095	0.015
14.96	1.488	0.062	0.111	0.020
14.98	1.487	0.062	0.129	0.015
15.00	1.524	0.062	0.163	0.017
