wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
7.32	1.477	0.022	0.003	0.002
7.34	1.476	0.020	0.002	0.002
7.36	1.474	0.019	0.002	0.002
7.38	1.473	0.018	0.002	0.002
7.40	1.471	0.017	0.002	0.002
7.42	1.470	0.017	0.002	0.001
7.44	1.469	0.015	0.003	0.001
7.46	1.467	0.015	0.003	0.002
7.48	1.467	0.014	0.002	0.001
7.50	1.465	0.013	0.002	0.001
7.52	1.464	0.012	0.003	0.001
7.54	1.462	0.012	0.003	0.001
7.56	1.461	0.011	0.003	0.001
7.58	1.460	0.012	0.003	0.001
7.60	1.460	0.011	0.003	0.001
7.62	1.460	0.010	0.003	0.001
7.64	1.459	0.008	0.003	0.001
7.66	1.457	0.007	0.003	0.001
7.68	1.456	0.006	0.003	0.001
7.70	1.454	0.005	0.003	0.001
7.72	1.453	0.004	0.004	0.001
7.74	1.451	0.003	0.004	0.001
7.76	1.449	0.003	0.004	0.001
7.78	1.448	0.002	0.004	0.001
7.80	1.446	0.001	0.004	0.001
7.82	1.444	0.001	0.004	0.001
7.84	1.442	0.000	0.004	0.001
7.86	1.439	0.001	0.004	0.001
7.88	1.439	0.001	0.004	0.001
7.90	1.436	0.000	0.005	0.001
7.92	1.434	0.000	0.005	0.001
7.94	1.432	0.000	0.005	0.001
7.96	1.430	0.001	0.005	0.001
7.98	1.429	0.001	0.005	0.001
8.00	1.427	0.001	0.005	0.001
8.02	1.426	0.001	0.005	0.001
8.04	1.424	0.000	0.005	0.001
8.06	1.421	0.000	0.005	0.001
8.08	1.419	0.001	0.006	0.001
8.10	1.417	0.001	0.006	0.001
8.12	1.415	0.001	0.006	0.001
8.14	1.412	0.002	0.006	0.001
8.16	1.410	0.002	0.006	0.001
8.18	1.407	0.003	0.006	0.001
8.20	1.405	0.005	0.006	0.001
8.22	1.403	0.006	0.006	0.001
8.24	1.400	0.007	0.007	0.001
8.26	1.398	0.009	0.007	0.001
8.28	1.397	0.010	0.007	0.001
8.30	1.394	0.012	0.007	0.001
8.32	1.393	0.013	0.008	0.001
8.34	1.390	0.015	0.008	0.001
8.36	1.389	0.017	0.008	0.001
8.38	1.387	0.019	0.008	0.001
8.40	1.385	0.021	0.008	0.002
8.42	1.383	0.023	0.008	0.002
8.44	1.382	0.026	0.008	0.002
8.46	1.381	0.028	0.009	0.002
8.48	1.379	0.030	0.009	0.002
8.50	1.378	0.033	0.009	0.003
8.52	1.379	0.035	0.008	0.003
8.54	1.377	0.036	0.008	0.003
8.56	1.376	0.039	0.008	0.003
