wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
13.84	1.492	0.025	0.004	0.012
13.86	1.492	0.025	0.004	0.012
13.88	1.493	0.025	0.004	0.012
13.90	1.493	0.025	0.004	0.012
13.92	1.492	0.025	0.004	0.012
13.94	1.492	0.024	0.004	0.012
13.96	1.492	0.025	0.004	0.012
13.98	1.492	0.025	0.004	0.012
14.00	1.492	0.025	0.004	0.012
14.02	1.492	0.025	0.004	0.012
14.04	1.492	0.025	0.004	0.012
14.06	1.492	0.025	0.004	0.012
14.08	1.493	0.025	0.004	0.012
14.10	1.492	0.025	0.003	0.012
14.12	1.492	0.025	0.004	0.012
14.14	1.493	0.025	0.003	0.012
14.16	1.493	0.025	0.004	0.012
14.18	1.493	0.025	0.003	0.012
14.20	1.494	0.025	0.004	0.012
14.22	1.494	0.025	0.003	0.012
14.24	1.494	0.025	0.003	0.012
14.26	1.494	0.025	0.002	0.012
14.28	1.494	0.024	0.003	0.012
14.30	1.494	0.024	0.002	0.012
14.32	1.495	0.024	0.002	0.012
14.34	1.496	0.023	0.002	0.012
14.36	1.495	0.023	0.002	0.012
14.38	1.495	0.023	0.001	0.011
14.40	1.496	0.022	0.002	0.011
14.42	1.496	0.021	0.001	0.011
14.44	1.495	0.020	0.002	0.011
14.46	1.495	0.020	0.002	0.010
14.48	1.495	0.020	0.002	0.010
14.50	1.495	0.019	0.002	0.010
14.52	1.494	0.019	0.002	0.010
14.54	1.494	0.019	0.002	0.010
14.56	1.495	0.018	0.003	0.010
14.58	1.494	0.017	0.002	0.010
14.60	1.493	0.017	0.003	0.010
14.62	1.493	0.017	0.002	0.010
14.64	1.493	0.017	0.004	0.010
14.66	1.492	0.017	0.002	0.010
14.68	1.492	0.017	0.004	0.010
14.70	1.492	0.017	0.002	0.010
14.72	1.492	0.017	0.004	0.010
14.74	1.492	0.017	0.002	0.010
14.76	1.492	0.017	0.005	0.010
14.78	1.492	0.017	0.002	0.010
14.80	1.493	0.016	0.005	0.010
14.82	1.492	0.015	0.003	0.009
14.84	1.492	0.014	0.007	0.009
14.86	1.491	0.014	0.003	0.009
14.88	1.491	0.013	0.009	0.009
14.90	1.489	0.012	0.004	0.009
14.92	1.488	0.013	0.013	0.010
14.94	1.487	0.013	0.005	0.010
14.96	1.487	0.014	0.020	0.011
14.98	1.486	0.014	0.008	0.011
15.00	1.486	0.017	0.054	0.012
