wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
9.58	1.545	0.769	0.018	0.108
9.60	1.573	0.764	0.018	0.107
9.62	1.600	0.754	0.020	0.107
9.64	1.627	0.744	0.022	0.105
9.66	1.656	0.727	0.024	0.103
9.68	1.677	0.708	0.026	0.100
9.70	1.699	0.688	0.028	0.098
9.72	1.717	0.665	0.030	0.094
9.74	1.731	0.641	0.031	0.090
9.76	1.740	0.619	0.032	0.087
9.78	1.750	0.597	0.033	0.084
9.80	1.754	0.575	0.033	0.080
9.82	1.758	0.557	0.034	0.078
9.84	1.762	0.539	0.034	0.074
9.86	1.764	0.522	0.034	0.072
9.88	1.764	0.506	0.034	0.069
9.90	1.764	0.494	0.033	0.068
9.92	1.766	0.482	0.034	0.066
9.94	1.768	0.470	0.034	0.065
9.96	1.769	0.460	0.035	0.064
9.98	1.771	0.450	0.035	0.063
10.00	1.776	0.443	0.035	0.062
10.02	1.784	0.430	0.036	0.061
10.04	1.785	0.418	0.037	0.059
10.06	1.792	0.407	0.036	0.058
10.08	1.795	0.393	0.036	0.056
10.10	1.801	0.380	0.037	0.054
10.12	1.804	0.363	0.037	0.052
10.14	1.806	0.349	0.037	0.049
10.16	1.806	0.331	0.037	0.046
10.18	1.804	0.317	0.036	0.044
10.20	1.803	0.303	0.036	0.041
10.22	1.802	0.287	0.035	0.039
10.24	1.796	0.272	0.034	0.036
10.26	1.792	0.260	0.033	0.034
10.28	1.787	0.245	0.032	0.032
10.30	1.778	0.235	0.030	0.031
10.32	1.773	0.225	0.030	0.029
10.34	1.766	0.216	0.027	0.028
10.36	1.761	0.208	0.027	0.027
10.38	1.754	0.198	0.026	0.026
10.40	1.745	0.195	0.025	0.025
10.42	1.747	0.190	0.024	0.024
10.44	1.741	0.175	0.023	0.023
10.46	1.731	0.170	0.022	0.023
10.48	1.723	0.165	0.021	0.022
10.50	1.720	0.165	0.020	0.022
10.52	1.720	0.155	0.020	0.022
10.54	1.711	0.150	0.018	0.022
10.56	1.711	0.145	0.018	0.021
10.58	1.705	0.135	0.018	0.022
10.60	1.697	0.130	0.017	0.021
10.62	1.692	0.125	0.016	0.021
10.64	1.684	0.118	0.016	0.021
10.66	1.675	0.116	0.015	0.021
10.68	1.670	0.114	0.016	0.021
10.70	1.664	0.112	0.015	0.021
10.72	1.659	0.110	0.015	0.021
10.74	1.654	0.108	0.014	0.021
10.76	1.650	0.106	0.015	0.021
10.78	1.645	0.104	0.014	0.020
10.80	1.641	0.102	0.014	0.021
10.82	1.636	0.100	0.014	0.021
10.84	1.632	0.100	0.014	0.021
10.86	1.630	0.098	0.013	0.021
10.88	1.624	0.095	0.013	0.021
10.90	1.619	0.099	0.014	0.020
10.92	1.623	0.096	0.013	0.020
10.94	1.614	0.090	0.013	0.021
10.96	1.610	0.095	0.013	0.019
