wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
8.82	1.264	0.089	0.008	0.001
8.84	1.262	0.094	0.008	0.001
8.86	1.260	0.098	0.008	0.001
8.88	1.258	0.104	0.009	0.001
8.90	1.256	0.111	0.009	0.001
8.92	1.256	0.120	0.009	0.002
8.94	1.260	0.128	0.009	0.003
8.96	1.266	0.134	0.009	0.003
8.98	1.273	0.136	0.008	0.003
9.00	1.275	0.135	0.008	0.003
9.02	1.277	0.136	0.008	0.002
9.04	1.278	0.136	0.008	0.002
9.06	1.278	0.137	0.008	0.001
9.08	1.278	0.137	0.009	0.001
9.10	1.277	0.139	0.010	0.001
9.12	1.276	0.140	0.010	0.001
9.14	1.273	0.141	0.010	0.002
9.16	1.271	0.144	0.010	0.003
9.18	1.268	0.147	0.010	0.003
9.20	1.264	0.151	0.010	0.004
9.22	1.261	0.157	0.010	0.004
9.24	1.259	0.163	0.010	0.004
9.26	1.256	0.169	0.009	0.004
9.28	1.253	0.177	0.009	0.004
9.30	1.252	0.186	0.009	0.005
9.32	1.251	0.195	0.009	0.005
9.34	1.251	0.205	0.009	0.005
9.36	1.252	0.216	0.009	0.005
9.38	1.254	0.227	0.009	0.005
9.40	1.257	0.239	0.008	0.006
9.42	1.262	0.251	0.008	0.006
9.44	1.269	0.262	0.008	0.006
9.46	1.277	0.273	0.008	0.006
9.48	1.287	0.283	0.008	0.007
9.50	1.296	0.292	0.008	0.006
9.52	1.307	0.302	0.008	0.006
9.54	1.320	0.309	0.007	0.007
9.56	1.333	0.316	0.007	0.007
9.58	1.348	0.321	0.007	0.008
9.60	1.363	0.324	0.007	0.008
9.62	1.379	0.325	0.008	0.008
9.64	1.393	0.324	0.008	0.009
9.66	1.407	0.322	0.008	0.008
9.68	1.421	0.319	0.008	0.009
9.70	1.434	0.314	0.009	0.008
9.72	1.445	0.308	0.009	0.008
9.74	1.455	0.302	0.009	0.008
9.76	1.464	0.295	0.009	0.008
9.78	1.472	0.288	0.010	0.008
9.80	1.478	0.281	0.010	0.008
9.82	1.484	0.274	0.010	0.008
9.84	1.488	0.267	0.011	0.008
9.86	1.491	0.262	0.012	0.007
9.88	1.495	0.258	0.013	0.006
9.90	1.499	0.256	0.013	0.005
9.92	1.506	0.254	0.013	0.004
9.94	1.514	0.249	0.012	0.003
9.96	1.521	0.242	0.012	0.003
9.98	1.527	0.234	0.012	0.003
10.00	1.530	0.226	0.012	0.004
10.02	1.534	0.220	0.012	0.004
10.04	1.538	0.212	0.012	0.004
10.06	1.540	0.205	0.012	0.004
10.08	1.543	0.198	0.013	0.003
10.10	1.545	0.190	0.013	0.003
10.12	1.546	0.183	0.013	0.003
10.14	1.546	0.176	0.014	0.003
10.16	1.547	0.169	0.014	0.002
10.18	1.547	0.162	0.014	0.002
10.20	1.545	0.155	0.014	0.001
10.22	1.544	0.150	0.014	0.001
10.24	1.543	0.144	0.014	0.001
10.26	1.541	0.138	0.014	0.001
10.28	1.539	0.134	0.014	0.001
10.30	1.537	0.129	0.014	0.001
10.32	1.535	0.125	0.014	0.001
10.34	1.533	0.120	0.014	0.001
10.36	1.530	0.116	0.014	0.001
10.38	1.527	0.113	0.014	0.001
10.40	1.524	0.111	0.014	0.001
10.42	1.523	0.108	0.014	0.001
10.44	1.521	0.105	0.014	0.001
10.46	1.518	0.101	0.014	0.001
10.48	1.513	0.099	0.014	0.001
10.50	1.511	0.098	0.015	0.001
10.52	1.507	0.096	0.015	0.001
10.54	1.503	0.096	0.015	0.001
10.56	1.501	0.097	0.015	0.001
10.58	1.499	0.097	0.016	0.001
10.60	1.498	0.099	0.016	0.001
10.62	1.498	0.098	0.016	0.002
10.64	1.497	0.098	0.016	0.002
10.66	1.496	0.098	0.016	0.003
10.68	1.496	0.098	0.016	0.003
