wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
14.54	1.448	0.030	0.022	0.012
14.56	1.448	0.030	0.028	0.012
14.58	1.448	0.030	0.023	0.012
14.60	1.448	0.030	0.029	0.012
14.62	1.448	0.030	0.023	0.012
14.64	1.449	0.030	0.031	0.012
14.66	1.449	0.030	0.024	0.012
14.68	1.449	0.030	0.033	0.012
14.70	1.449	0.030	0.025	0.012
14.72	1.449	0.030	0.035	0.012
14.74	1.449	0.030	0.027	0.012
14.76	1.450	0.030	0.039	0.013
14.78	1.450	0.030	0.028	0.013
14.80	1.451	0.030	0.043	0.014
14.82	1.451	0.030	0.030	0.014
14.84	1.452	0.030	0.048	0.016
14.86	1.452	0.030	0.032	0.016
14.88	1.454	0.030	0.056	0.016
14.90	1.453	0.030	0.037	0.016
14.92	1.456	0.030	0.072	0.016
14.94	1.456	0.030	0.047	0.016
14.96	1.461	0.030	0.107	0.016
14.98	1.461	0.030	0.100	0.016
15.00	1.476	0.030	0.100	0.016
