wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
6.14	1.344	0.015	0.007	0.002
6.16	1.344	0.015	0.007	0.002
6.18	1.341	0.016	0.008	0.002
6.20	1.341	0.018	0.008	0.002
6.22	1.343	0.018	0.008	0.002
6.24	1.342	0.015	0.008	0.002
6.26	1.339	0.016	0.008	0.003
6.28	1.338	0.016	0.008	0.002
6.30	1.336	0.018	0.009	0.002
6.32	1.339	0.019	0.008	0.002
6.34	1.336	0.016	0.008	0.002
6.36	1.334	0.019	0.008	0.002
6.38	1.336	0.019	0.008	0.002
6.40	1.335	0.018	0.008	0.002
6.42	1.334	0.018	0.008	0.002
6.44	1.334	0.018	0.008	0.002
6.46	1.332	0.017	0.008	0.002
6.48	1.330	0.019	0.009	0.002
6.50	1.331	0.018	0.008	0.002
6.52	1.329	0.017	0.008	0.002
6.54	1.327	0.017	0.009	0.002
6.56	1.325	0.020	0.009	0.002
6.58	1.327	0.020	0.009	0.002
6.60	1.325	0.019	0.009	0.002
6.62	1.325	0.019	0.009	0.003
6.64	1.323	0.019	0.009	0.002
6.66	1.322	0.019	0.009	0.003
6.68	1.321	0.019	0.009	0.002
6.70	1.320	0.020	0.009	0.002
6.72	1.319	0.020	0.009	0.002
6.74	1.318	0.020	0.009	0.002
6.76	1.317	0.020	0.009	0.002
6.78	1.316	0.020	0.009	0.002
6.80	1.316	0.020	0.009	0.002
6.82	1.314	0.017	0.009	0.003
6.84	1.310	0.020	0.009	0.002
6.86	1.311	0.020	0.009	0.002
6.88	1.309	0.020	0.009	0.002
6.90	1.308	0.020	0.009	0.002
6.92	1.305	0.020	0.009	0.003
6.94	1.303	0.022	0.009	0.002
6.96	1.303	0.022	0.009	0.003
6.98	1.299	0.023	0.010	0.002
7.00	1.299	0.028	0.010	0.002
7.02	1.301	0.028	0.010	0.002
7.04	1.304	0.029	0.010	0.002
7.06	1.305	0.021	0.010	0.003
7.08	1.297	0.021	0.011	0.002
7.10	1.297	0.022	0.011	0.003
7.12	1.291	0.023	0.012	0.003
7.14	1.293	0.028	0.012	0.002
7.16	1.294	0.027	0.012	0.003
7.18	1.294	0.024	0.012	0.002
7.20	1.287	0.024	0.013	0.002
7.22	1.291	0.027	0.012	0.003
7.24	1.286	0.021	0.013	0.002
7.26	1.282	0.026	0.014	0.003
7.28	1.281	0.027	0.013	0.003
7.30	1.281	0.029	0.013	0.004
7.32	1.280	0.029	0.013	0.004
7.34	1.281	0.030	0.013	0.004
7.36	1.279	0.026	0.013	0.004
7.38	1.274	0.028	0.013	0.003
7.40	1.273	0.029	0.013	0.004
7.42	1.272	0.031	0.013	0.004
7.44	1.271	0.031	0.014	0.005
7.46	1.270	0.033	0.013	0.005
7.48	1.271	0.031	0.013	0.005
7.50	1.269	0.030	0.014	0.004
7.52	1.267	0.028	0.014	0.004
7.54	1.263	0.028	0.014	0.004
7.56	1.260	0.028	0.014	0.004
7.58	1.255	0.031	0.014	0.005
7.60	1.256	0.035	0.015	0.006
7.62	1.258	0.035	0.013	0.006
7.64	1.257	0.031	0.013	0.005
7.66	1.254	0.030	0.014	0.005
7.68	1.251	0.028	0.014	0.004
7.70	1.247	0.029	0.014	0.005
7.72	1.245	0.029	0.014	0.005
7.74	1.243	0.029	0.015	0.005
7.76	1.241	0.027	0.015	0.005
7.78	1.236	0.026	0.014	0.005
7.80	1.232	0.026	0.015	0.004
7.82	1.228	0.026	0.014	0.004
7.84	1.223	0.025	0.015	0.004
7.86	1.218	0.026	0.015	0.004
7.88	1.211	0.026	0.016	0.004
7.90	1.206	0.033	0.016	0.005
7.92	1.207	0.033	0.016	0.004
7.94	1.202	0.033	0.016	0.005
7.96	1.199	0.033	0.016	0.005
7.98	1.193	0.033	0.016	0.005
8.00	1.186	0.034	0.017	0.005
8.02	1.180	0.040	0.016	0.006
8.04	1.180	0.041	0.016	0.006
8.06	1.173	0.042	0.016	0.006
8.08	1.170	0.043	0.016	0.006
8.10	1.161	0.044	0.017	0.006
8.12	1.157	0.049	0.017	0.008
8.14	1.151	0.050	0.017	0.008
8.16	1.146	0.053	0.018	0.007
8.18	1.137	0.054	0.018	0.008
8.20	1.128	0.061	0.018	0.008
8.22	1.123	0.068	0.018	0.008
8.24	1.118	0.071	0.018	0.008
8.26	1.108	0.079	0.019	0.009
8.28	1.107	0.087	0.018	0.009
8.30	1.101	0.091	0.019	0.008
8.32	1.095	0.098	0.020	0.009
8.34	1.089	0.106	0.020	0.009
8.36	1.085	0.113	0.020	0.010
8.38	1.078	0.123	0.020	0.011
8.40	1.081	0.132	0.020	0.012
8.42	1.072	0.134	0.020	0.011
8.44	1.070	0.149	0.020	0.013
8.46	1.066	0.152	0.019	0.012
8.48	1.063	0.168	0.020	0.014
8.50	1.065	0.170	0.019	0.013
8.52	1.057	0.179	0.020	0.014
8.54	1.056	0.188	0.018	0.014
8.56	1.052	0.198	0.019	0.014
8.58	1.050	0.207	0.018	0.014
8.60	1.048	0.219	0.018	0.013
8.62	1.047	0.227	0.019	0.014
8.64	1.044	0.240	0.018	0.012
8.66	1.048	0.248	0.021	0.014
8.68	1.043	0.257	0.019	0.015
8.70	1.045	0.270	0.020	0.013
8.72	1.044	0.277	0.022	0.014
8.74	1.040	0.289	0.022	0.013
8.76	1.041	0.303	0.023	0.015
8.78	1.041	0.315	0.024	0.014
8.80	1.043	0.331	0.023	0.015
8.82	1.047	0.342	0.023	0.015
8.84	1.049	0.358	0.024	0.016
8.86	1.058	0.368	0.023	0.016
8.88	1.058	0.380	0.025	0.016
8.90	1.066	0.394	0.022	0.017
8.92	1.070	0.405	0.025	0.017
8.94	1.079	0.420	0.023	0.019
8.96	1.088	0.430	0.023	0.019
8.98	1.098	0.441	0.022	0.019
9.00	1.106	0.449	0.021	0.020
9.02	1.117	0.460	0.021	0.019
9.04	1.128	0.466	0.021	0.019
9.06	1.139	0.472	0.022	0.020
9.08	1.146	0.476	0.020	0.019
9.10	1.156	0.484	0.021	0.020
9.12	1.166	0.486	0.019	0.021
9.14	1.171	0.489	0.020	0.020
9.16	1.177	0.496	0.020	0.021
9.18	1.187	0.502	0.019	0.021
9.20	1.196	0.502	0.019	0.021
9.22	1.200	0.504	0.019	0.021
9.24	1.203	0.506	0.019	0.020
9.26	1.203	0.511	0.021	0.022
9.28	1.205	0.518	0.020	0.023
9.30	1.206	0.527	0.020	0.023
9.32	1.209	0.538	0.020	0.024
9.34	1.214	0.549	0.019	0.025
9.36	1.218	0.560	0.019	0.025
9.38	1.223	0.573	0.020	0.027
9.40	1.230	0.586	0.019	0.028
9.42	1.237	0.601	0.019	0.029
9.44	1.246	0.617	0.017	0.031
9.46	1.258	0.634	0.016	0.032
9.48	1.272	0.650	0.015	0.032
9.50	1.288	0.666	0.015	0.032
9.52	1.307	0.681	0.014	0.033
9.54	1.325	0.694	0.013	0.033
9.56	1.345	0.711	0.013	0.034
9.58	1.371	0.726	0.012	0.035
9.60	1.401	0.740	0.011	0.035
9.62	1.435	0.747	0.010	0.035
9.64	1.467	0.751	0.010	0.036
9.66	1.502	0.752	0.009	0.037
9.68	1.537	0.747	0.006	0.038
9.70	1.571	0.737	0.006	0.039
9.72	1.600	0.725	0.005	0.039
9.74	1.630	0.710	0.006	0.040
9.76	1.655	0.692	0.010	0.040
9.78	1.678	0.671	0.012	0.037
9.80	1.693	0.651	0.012	0.036
9.82	1.708	0.634	0.012	0.033
9.84	1.715	0.623	0.012	0.033
9.86	1.741	0.621	0.012	0.031
9.88	1.768	0.596	0.012	0.031
9.90	1.782	0.574	0.013	0.031
9.92	1.799	0.553	0.015	0.031
9.94	1.814	0.531	0.018	0.030
9.96	1.829	0.503	0.019	0.030
9.98	1.835	0.476	0.019	0.030
10.00	1.840	0.452	0.019	0.030
10.02	1.846	0.429	0.021	0.030
10.04	1.849	0.399	0.024	0.026
10.06	1.844	0.377	0.022	0.023
10.08	1.843	0.353	0.022	0.022
10.10	1.834	0.335	0.020	0.021
10.12	1.834	0.319	0.020	0.020
10.14	1.828	0.299	0.021	0.019
10.16	1.825	0.282	0.021	0.017
10.18	1.813	0.262	0.020	0.014
10.20	1.805	0.253	0.019	0.014
10.22	1.798	0.237	0.019	0.012
10.24	1.788	0.228	0.018	0.011
10.26	1.784	0.217	0.018	0.012
10.28	1.774	0.204	0.018	0.009
10.30	1.764	0.197	0.017	0.009
10.32	1.758	0.189	0.017	0.008
10.34	1.748	0.181	0.015	0.007
10.36	1.742	0.177	0.015	0.008
10.38	1.737	0.170	0.015	0.007
10.40	1.731	0.161	0.014	0.006
10.42	1.720	0.153	0.014	0.005
10.44	1.713	0.152	0.012	0.006
10.46	1.706	0.144	0.013	0.005
10.48	1.695	0.143	0.012	0.005
10.50	1.689	0.143	0.011	0.005
10.52	1.687	0.142	0.011	0.005
10.54	1.682	0.135	0.010	0.003
10.56	1.672	0.134	0.009	0.004
10.58	1.669	0.134	0.010	0.004
10.60	1.664	0.134	0.009	0.004
10.62	1.665	0.133	0.009	0.005
10.64	1.659	0.126	0.009	0.003
10.66	1.653	0.126	0.009	0.003
10.68	1.649	0.126	0.008	0.003
10.70	1.648	0.126	0.008	0.003
10.72	1.645	0.118	0.008	0.002
10.74	1.635	0.118	0.008	0.002
10.76	1.633	0.119	0.008	0.001
10.78	1.624	0.119	0.008	0.002
10.80	1.623	0.126	0.008	0.003
10.82	1.623	0.123	0.008	0.005
10.84	1.619	0.125	0.007	0.005
10.86	1.618	0.127	0.007	0.005
10.88	1.618	0.130	0.006	0.005
10.90	1.619	0.130	0.006	0.004
10.92	1.618	0.131	0.006	0.003
10.94	1.620	0.135	0.006	0.003
10.96	1.627	0.135	0.006	0.003
10.98	1.630	0.129	0.006	0.003
11.00	1.633	0.127	0.005	0.003
11.02	1.635	0.118	0.005	0.003
11.04	1.633	0.115	0.005	0.003
11.06	1.634	0.107	0.005	0.002
11.08	1.627	0.105	0.005	0.003
11.10	1.630	0.103	0.005	0.004
11.12	1.626	0.096	0.005	0.003
11.14	1.622	0.094	0.005	0.004
11.16	1.618	0.093	0.005	0.004
11.18	1.620	0.092	0.005	0.005
11.20	1.617	0.085	0.005	0.004
11.22	1.611	0.085	0.005	0.004
11.24	1.611	0.084	0.005	0.005
11.26	1.609	0.080	0.005	0.004
11.28	1.604	0.079	0.004	0.004
11.30	1.603	0.078	0.004	0.004
11.32	1.599	0.077	0.004	0.004
11.34	1.599	0.078	0.004	0.004
11.36	1.597	0.074	0.004	0.004
11.38	1.593	0.073	0.004	0.003
11.40	1.588	0.074	0.004	0.003
11.42	1.588	0.078	0.004	0.003
11.44	1.590	0.077	0.003	0.003
11.46	1.590	0.076	0.003	0.003
11.48	1.590	0.076	0.003	0.003
11.50	1.593	0.076	0.004	0.003
11.52	1.597	0.069	0.004	0.002
11.54	1.592	0.062	0.004	0.002
11.56	1.588	0.060	0.004	0.002
11.58	1.585	0.060	0.004	0.002
11.60	1.586	0.058	0.004	0.002
11.62	1.583	0.053	0.005	0.002
11.64	1.578	0.051	0.005	0.002
11.66	1.575	0.051	0.006	0.002
11.68	1.573	0.051	0.006	0.003
11.70	1.572	0.050	0.006	0.003
11.72	1.569	0.048	0.005	0.004
11.74	1.567	0.050	0.005	0.004
11.76	1.568	0.046	0.005	0.004
11.78	1.561	0.044	0.006	0.004
11.80	1.563	0.047	0.005	0.004
11.82	1.561	0.041	0.005	0.004
11.84	1.556	0.041	0.006	0.004
11.86	1.554	0.040	0.006	0.005
11.88	1.551	0.040	0.006	0.005
11.90	1.549	0.039	0.005	0.005
11.92	1.546	0.039	0.005	0.005
11.94	1.544	0.039	0.005	0.006
11.96	1.540	0.039	0.004	0.006
11.98	1.539	0.041	0.005	0.006
12.00	1.538	0.040	0.004	0.006
12.02	1.536	0.041	0.005	0.005
12.04	1.535	0.040	0.004	0.006
12.06	1.532	0.040	0.004	0.006
12.08	1.531	0.041	0.004	0.005
12.10	1.529	0.041	0.004	0.006
12.12	1.528	0.041	0.004	0.006
12.14	1.527	0.041	0.004	0.006
12.16	1.526	0.039	0.003	0.005
12.18	1.522	0.039	0.003	0.005
12.20	1.521	0.038	0.004	0.005
12.22	1.516	0.039	0.003	0.004
12.24	1.516	0.039	0.004	0.004
12.26	1.510	0.039	0.003	0.004
12.28	1.510	0.041	0.003	0.004
12.30	1.504	0.040	0.004	0.003
12.32	1.502	0.045	0.004	0.003
12.34	1.498	0.046	0.005	0.003
12.36	1.496	0.053	0.005	0.004
12.38	1.495	0.054	0.005	0.004
12.40	1.494	0.062	0.005	0.005
12.42	1.496	0.063	0.005	0.005
12.44	1.496	0.071	0.005	0.006
12.46	1.502	0.071	0.004	0.006
12.48	1.500	0.073	0.005	0.005
12.50	1.505	0.078	0.005	0.005
12.52	1.508	0.079	0.005	0.005
12.54	1.513	0.080	0.005	0.006
12.56	1.516	0.080	0.005	0.006
12.58	1.521	0.079	0.004	0.006
12.60	1.524	0.076	0.005	0.006
12.62	1.526	0.073	0.005	0.008
12.64	1.526	0.070	0.003	0.008
12.66	1.525	0.069	0.003	0.008
12.68	1.525	0.068	0.003	0.008
12.70	1.525	0.069	0.004	0.007
12.72	1.528	0.068	0.003	0.006
12.74	1.528	0.067	0.003	0.006
