wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
13.20	1.497	0.053	0.010	0.004
13.22	1.493	0.052	0.012	0.004
13.24	1.492	0.055	0.015	0.002
13.26	1.494	0.054	0.012	0.002
13.28	1.492	0.053	0.014	0.002
13.30	1.493	0.054	0.012	0.004
13.32	1.494	0.050	0.012	0.005
13.34	1.490	0.049	0.014	0.005
13.36	1.489	0.050	0.014	0.005
13.38	1.489	0.049	0.013	0.005
13.40	1.487	0.048	0.014	0.005
13.42	1.485	0.050	0.014	0.004
13.44	1.487	0.051	0.014	0.006
13.46	1.487	0.049	0.012	0.006
13.48	1.486	0.051	0.013	0.004
13.50	1.490	0.050	0.011	0.004
13.52	1.490	0.045	0.011	0.004
13.54	1.488	0.043	0.012	0.004
13.56	1.484	0.042	0.012	0.004
13.58	1.485	0.045	0.010	0.003
13.60	1.486	0.040	0.011	0.004
13.62	1.482	0.039	0.013	0.004
13.64	1.482	0.038	0.014	0.004
13.66	1.477	0.037	0.015	0.004
13.68	1.476	0.040	0.015	0.003
13.70	1.476	0.040	0.016	0.003
13.72	1.476	0.039	0.016	0.003
13.74	1.475	0.039	0.017	0.003
13.76	1.474	0.038	0.018	0.002
13.78	1.472	0.038	0.018	0.003
13.80	1.470	0.038	0.019	0.003
13.82	1.469	0.040	0.020	0.001
13.84	1.470	0.040	0.019	0.001
13.86	1.469	0.039	0.020	0.001
13.88	1.468	0.039	0.020	0.001
13.90	1.467	0.039	0.020	0.001
13.92	1.467	0.039	0.021	0.001
13.94	1.465	0.039	0.021	0.001
13.96	1.465	0.040	0.022	0.001
13.98	1.465	0.040	0.022	0.001
14.00	1.464	0.040	0.023	0.001
14.02	1.464	0.040	0.023	0.001
14.04	1.463	0.040	0.025	0.001
14.06	1.463	0.040	0.026	0.004
14.08	1.462	0.040	0.025	0.004
14.10	1.462	0.040	0.027	0.004
14.12	1.462	0.040	0.026	0.004
14.14	1.461	0.040	0.027	0.004
14.16	1.461	0.040	0.027	0.004
14.18	1.460	0.040	0.029	0.004
14.20	1.460	0.040	0.029	0.004
14.22	1.459	0.040	0.029	0.004
14.24	1.459	0.040	0.031	0.004
14.26	1.458	0.040	0.032	0.005
14.28	1.458	0.040	0.034	0.005
14.30	1.458	0.040	0.036	0.010
14.32	1.458	0.040	0.032	0.010
14.34	1.457	0.040	0.035	0.012
14.36	1.457	0.040	0.033	0.014
14.38	1.456	0.040	0.035	0.014
14.40	1.456	0.040	0.034	0.015
14.42	1.456	0.040	0.035	0.017
14.44	1.456	0.040	0.034	0.019
14.46	1.455	0.040	0.034	0.022
14.48	1.455	0.040	0.032	0.024
14.50	1.454	0.040	0.032	0.026
14.52	1.455	0.040	0.028	0.026
14.54	1.454	0.040	0.031	0.026
14.56	1.454	0.040	0.029	0.029
14.58	1.454	0.040	0.031	0.031
14.60	1.454	0.040	0.027	0.033
14.62	1.453	0.040	0.029	0.034
14.64	1.454	0.040	0.025	0.035
14.66	1.453	0.040	0.026	0.033
14.68	1.454	0.040	0.025	0.033
14.70	1.453	0.040	0.028	0.036
14.72	1.454	0.040	0.024	0.033
14.74	1.453	0.040	0.029	0.033
14.76	1.454	0.040	0.025	0.033
14.78	1.453	0.040	0.031	0.034
14.80	1.454	0.040	0.027	0.034
14.82	1.454	0.040	0.034	0.037
14.84	1.455	0.040	0.027	0.034
14.86	1.454	0.040	0.038	0.029
14.88	1.456	0.040	0.028	0.030
14.90	1.456	0.040	0.042	0.024
14.92	1.458	0.040	0.036	0.022
14.94	1.458	0.040	0.052	0.034
14.96	1.463	0.040	0.045	0.035
14.98	1.462	0.040	0.071	0.034
15.00	1.478	0.040	0.069	0.033
